"","country","year","GFDD.DM.02","GFDD.DM.01","GFDD.SI.03","GFDD.SI.05","GFDD.EI.10","sh.F99100","sh.F99100_fs1","osh.F99100_fs1","sh.F99100_ps","gdp_per","unions_app","imports"
"1","Canada",1990,14.3153,89.759,NA,NA,NA,0.0641536906781804,0.00749185381488305,2.14891540015102,0.0641536906781804,20715.631483174,33.5,25.11576530658
"2","Canada",1991,13.4865,85.6666,NA,NA,NA,0.0618651054529665,0.00893608355869892,2.94048672820846,0.0618651054529665,21448.3619600057,34,25.0102092794052
"3","Canada",1992,11.8859,81.2432,NA,NA,NA,0.0600889508901811,0.00919769684597937,3.3434624115697,0.0600889508901811,21768.3432941828,35.3,24.9597785064919
"4","Canada",1993,12.2821,79.5665,NA,NA,NA,0.06320465490036,0.0117041466775675,4.25322604009389,0.06320465490036,20879.8483300891,35.6,26.6284833223699
"5","Canada",1994,17.6886,88.8188,NA,NA,NA,0.0651864254436226,0.0122010184075558,4.32000919091655,0.0651864254436226,20121.1612532855,35.7,29.2031511882762
"6","Canada",1995,24.2575,97.8832,NA,NA,NA,0.0676498958276646,0.0108308248586577,3.6332854705794,0.0676498958276646,19935.3814579208,34.3,31.7086485616974
"7","Canada",1996,28.1858,103.553,NA,NA,NA,0.0725044452951144,0.0142819652815203,4.61233597290736,0.0725044452951144,20613.7878829216,33.9,33.06899018424
"8","Canada",1997,35.7699,123.856,NA,NA,11.4961,0.0798606071314514,0.0169424761690609,4.91955316752877,0.0798606071314514,21227.3475315896,34.1,33.2704023112565
"9","Canada",1998,46.0091,144.217,NA,NA,8.17389,0.0842561968623516,0.0151061950894383,3.97604379178209,0.0842561968623516,21829.2334443229,32.4,36.3235977431132
"10","Canada",1999,53.4194,160.943,4.2,10.6,4.77589,0.0861867673220894,0.0154494453277405,3.81096338275128,0.0861867673220894,20952.0694643937,32.4,38.1837095044783
"11","Canada",2000,55.5649,187.388,4.7,11.7,6.68707,0.0955072622081465,0.0173979422325523,4.05514813812947,0.0955072622081465,22238.6645356943,31.8,38.3855770973002
"12","Canada",2001,68.6876,150.549,4.7,11.9,-0.719409,0.0946771881752665,0.0181335640644104,4.36645498006377,0.0946771881752665,24190.2496150045,31.2,38.6848309525818
"13","Canada",2002,71.7765,92.6903,4.6,12.3,6.10741,0.0894161314620062,0.0160836450510362,4.07742240550101,0.0894161314620062,23738.180723841,31,36.4325452321559
